path,filename,split,class,width,height,channels,aspect_ratio,total_pixels,file_size_kb,mode,mean_r,mean_g,mean_b,std_r,std_g,std_b,channel_variance,is_grayscale_like,mean_intensity,std_intensity,min_intensity,max_intensity,dynamic_range,brightness,contrast,sharpness,edge_density,hist_entropy,unique_values,is_uniform,is_valid
chest_xray_dataset/train/normal/normal-5583.jpg,normal-5583.jpg,train,normal,1024,1024,3,1.0,1048576,160.6103515625,RGB,109.95866775512695,109.95866775512695,109.95866775512695,68.68687733483186,68.68687733483186,68.68687733483186,0.0,True,109.95866775512695,68.68687733487208,0,255,255,109.95866775512695,68.68687733487208,46.45580846213488,0.005539894104003906,5.2729664,256,False,True
chest_xray_dataset/train/normal/normal-5944.jpg,normal-5944.jpg,train,normal,512,512,3,1.0,262144,55.6171875,RGB,103.97989273071289,103.97989273071289,103.97989273071289,64.1286883275017,64.1286883275017,64.1286883275017,0.0,True,103.97989273071289,64.12868832737854,0,255,255,103.97989273071289,64.12868832737854,72.94836333929561,0.03934478759765625,5.2602186,256,False,True
chest_xray_dataset/train/normal/normal-6662.jpg,normal-6662.jpg,train,normal,2342,2399,3,0.976240100041684,5618458,1397.7275390625,RGB,125.1809412831777,125.1809412831777,125.1809412831777,67.09725766012143,67.09725766012143,67.09725766012143,2.0194839173657902e-28,True,125.1809412831777,67.09725766049786,0,255,255,125.1809412831777,67.09725766049786,181.81518877948153,0.004491801843139167,5.1882205,256,False,True
chest_xray_dataset/train/normal/normal-1199.jpg,normal-1199.jpg,train,normal,512,512,3,1.0,262144,51.0673828125,RGB,131.09832763671875,131.09832763671875,131.09832763671875,73.56965786506943,73.56965786506943,73.56965786506943,0.0,True,131.09832763671875,73.5696578649135,0,251,251,131.09832763671875,73.5696578649135,67.38493134401506,0.027477264404296875,5.387273,251,False,True
chest_xray_dataset/train/normal/normal-6489.jpg,normal-6489.jpg,train,normal,1024,1024,3,1.0,1048576,172.5341796875,RGB,111.35476589202881,111.35476589202881,111.35476589202881,70.07653023211073,70.07653023211073,70.07653023211073,0.0,True,111.35476589202881,70.07653023217657,0,255,255,111.35476589202881,70.07653023217657,55.55475957925137,0.010225296020507812,5.27314,255,False,True
chest_xray_dataset/train/normal/normal-2354.jpg,normal-2354.jpg,train,normal,512,512,3,1.0,262144,55.0244140625,RGB,122.00936126708984,122.00936126708984,122.00936126708984,64.46676882767859,64.46676882767859,64.46676882767859,0.0,True,122.00936126708984,64.46676882777838,0,255,255,122.00936126708984,64.46676882777838,74.84081075130962,0.03409576416015625,5.4267664,256,False,True
chest_xray_dataset/train/normal/normal-1594.jpg,normal-1594.jpg,train,normal,512,512,3,1.0,262144,51.63671875,RGB,98.2318344116211,98.2318344116211,98.2318344116211,70.37671152454396,70.37671152454396,70.37671152454396,0.0,True,98.2318344116211,70.37671152463992,0,255,255,98.2318344116211,70.37671152463992,51.36373350949725,0.03929901123046875,5.20051,256,False,True
chest_xray_dataset/train/normal/normal-4013.jpg,normal-4013.jpg,train,normal,1024,1024,3,1.0,1048576,181.375,RGB,137.15677738189697,137.15677738189697,137.15677738189697,65.97632230366166,65.97632230366166,65.97632230366166,0.0,True,137.15677738189697,65.97632230433011,0,255,255,137.15677738189697,65.97632230433011,74.8347926952982,0.008770942687988281,5.3326263,255,False,True
chest_xray_dataset/train/normal/normal-7634.jpg,normal-7634.jpg,train,normal,1024,1024,3,1.0,1048576,124.5234375,RGB,171.9660234451294,171.9660234451294,171.9660234451294,37.608759933683665,37.608759933683665,37.608759933683665,0.0,True,171.9660234451294,37.60875993349829,0,255,255,171.9660234451294,37.60875993349829,168.52005926638594,0.00858306884765625,4.867283,256,False,True
chest_xray_dataset/train/normal/normal-8027.jpg,normal-8027.jpg,train,normal,512,512,3,1.0,262144,43.8466796875,RGB,117.73594665527344,117.73594665527344,117.73594665527344,52.48011331293884,52.48011331293884,52.48011331293884,0.0,True,117.73594665527344,52.480113313027715,0,255,255,117.73594665527344,52.480113313027715,221.98790640650253,0.02069091796875,5.2566295,254,False,True
chest_xray_dataset/train/normal/normal-2290.jpg,normal-2290.jpg,train,normal,1024,1024,3,1.0,1048576,161.2939453125,RGB,125.64065170288086,125.64065170288086,125.64065170288086,60.875704001318454,60.875704001318454,60.875704001318454,0.0,True,125.64065170288086,60.87570400045772,0,255,255,125.64065170288086,60.87570400045772,228.10914587206207,0.009288787841796875,5.3203025,256,False,True
chest_xray_dataset/train/normal/normal-8080.jpg,normal-8080.jpg,train,normal,1024,1024,3,1.0,1048576,180.15234375,RGB,122.62220287322998,122.62220287322998,122.62220287322998,67.80420781844104,67.80420781844104,67.80420781844104,0.0,True,122.62220287322998,67.80420781813699,0,255,255,122.62220287322998,67.80420781813699,86.53360642307831,0.009555816650390625,5.284351,256,False,True
chest_xray_dataset/train/normal/normal-6891.jpg,normal-6891.jpg,train,normal,512,512,3,1.0,262144,53.0712890625,RGB,129.03902053833008,129.03902053833008,129.03902053833008,68.92045209162802,68.92045209162802,68.92045209162802,0.0,True,129.03902053833008,68.920452091544,0,251,251,129.03902053833008,68.920452091544,62.769204940414056,0.031055450439453125,5.3919888,252,False,True
chest_xray_dataset/train/normal/normal-2794.jpg,normal-2794.jpg,train,normal,512,512,3,1.0,262144,57.2685546875,RGB,137.56963729858398,137.56963729858398,137.56963729858398,59.35325397067654,59.35325397067654,59.35325397067654,0.0,True,137.56963729858398,59.353253970686836,0,254,254,137.56963729858398,59.353253970686836,187.71850505493057,0.050624847412109375,5.268219,255,False,True
chest_xray_dataset/train/normal/normal-6081.jpg,normal-6081.jpg,train,normal,1024,1024,3,1.0,1048576,167.5107421875,RGB,111.16146945953369,111.16146945953369,111.16146945953369,70.35661239825167,70.35661239825167,70.35661239825167,0.0,True,111.16146945953369,70.35661239755295,0,255,255,111.16146945953369,70.35661239755295,64.05408957432428,0.009229660034179688,5.3063893,256,False,True
chest_xray_dataset/train/normal/normal-2588.jpg,normal-2588.jpg,train,normal,1024,1024,3,1.0,1048576,150.4033203125,RGB,113.2514009475708,113.2514009475708,113.2514009475708,61.74409903304858,61.74409903304858,61.74409903304858,0.0,True,113.2514009475708,61.74409903344152,0,255,255,113.2514009475708,61.74409903344152,224.130544196507,0.007656097412109375,5.291188,256,False,True
chest_xray_dataset/train/normal/normal-5698.jpg,normal-5698.jpg,train,normal,256,256,3,1.0,65536,12.84375,RGB,122.42698669433594,122.42698669433594,122.42698669433594,52.57419054390472,52.57419054390472,52.57419054390472,0.0,True,122.42698669433594,52.574190543862414,0,255,255,122.42698669433594,52.574190543862414,218.2141009932384,0.148101806640625,5.234932,239,False,True
chest_xray_dataset/train/normal/normal-1876.jpg,normal-1876.jpg,train,normal,512,512,3,1.0,262144,54.328125,RGB,134.05888748168945,134.05888748168945,134.05888748168945,68.11368577287557,68.11368577287557,68.11368577287557,0.0,True,134.05888748168945,68.1136857729973,0,253,253,134.05888748168945,68.1136857729973,50.34607567136118,0.035259246826171875,5.3946905,254,False,True
chest_xray_dataset/train/normal/normal-1777.jpg,normal-1777.jpg,train,normal,512,512,3,1.0,262144,56.11328125,RGB,107.11586380004883,107.11586380004883,107.11586380004883,69.83876913147947,69.83876913147947,69.83876913147947,0.0,True,107.11586380004883,69.83876913159281,0,251,251,107.11586380004883,69.83876913159281,61.2442956091254,0.051532745361328125,5.2741723,252,False,True
chest_xray_dataset/train/normal/normal-1025.jpg,normal-1025.jpg,train,normal,256,256,3,1.0,65536,14.9853515625,RGB,134.05587768554688,134.05587768554688,134.05587768554688,54.937875149836,54.937875149836,54.937875149836,0.0,True,134.05587768554688,54.93787514980238,0,255,255,134.05587768554688,54.93787514980238,357.7821671962738,0.1979827880859375,5.289167,240,False,True
chest_xray_dataset/train/normal/normal-1770.jpg,normal-1770.jpg,train,normal,512,512,3,1.0,262144,54.330078125,RGB,141.56438827514648,141.56438827514648,141.56438827514648,62.079408835594855,62.079408835594855,62.079408835594855,0.0,True,141.56438827514648,62.079408835513405,0,254,254,141.56438827514648,62.079408835513405,126.87954389453807,0.03279876708984375,5.338782,255,False,True
chest_xray_dataset/train/normal/normal-6541.jpg,normal-6541.jpg,train,normal,1024,1024,3,1.0,1048576,153.9384765625,RGB,160.99896907806396,160.99896907806396,160.99896907806396,65.23632028801447,65.23632028801447,65.23632028801447,0.0,True,160.99896907806396,65.23632028850707,0,255,255,160.99896907806396,65.23632028850707,183.21828965932764,0.015105247497558594,5.21102,256,False,True
chest_xray_dataset/train/normal/normal-7545.jpg,normal-7545.jpg,train,normal,512,512,3,1.0,262144,52.392578125,RGB,129.02035522460938,129.02035522460938,129.02035522460938,69.78375016587816,69.78375016587816,69.78375016587816,0.0,True,129.02035522460938,69.7837501658009,0,252,252,129.02035522460938,69.7837501658009,68.78167270774429,0.02923583984375,5.3435955,253,False,True
chest_xray_dataset/train/normal/normal-4084.jpg,normal-4084.jpg,train,normal,512,512,3,1.0,262144,59.759765625,RGB,122.23696517944336,122.23696517944336,122.23696517944336,51.468101954542696,51.468101954542696,51.468101954542696,0.0,True,122.23696517944336,51.46810195450088,0,255,255,122.23696517944336,51.46810195450088,378.4793403682852,0.0471649169921875,5.1870112,256,False,True
chest_xray_dataset/train/normal/normal-4825.jpg,normal-4825.jpg,train,normal,512,512,3,1.0,262144,53.1103515625,RGB,120.62263870239258,120.62263870239258,120.62263870239258,75.1313937264242,75.1313937264242,75.1313937264242,0.0,True,120.62263870239258,75.13139372641815,0,251,251,120.62263870239258,75.13139372641815,71.73350913029572,0.0272216796875,5.259632,252,False,True
chest_xray_dataset/train/normal/normal-4533.jpg,normal-4533.jpg,train,normal,1160,904,3,1.2831858407079646,1048640,203.2587890625,RGB,124.3002403112603,124.3002403112603,124.3002403112603,54.663626153759196,54.663626153759196,54.663626153759196,2.0194839173657902e-28,True,124.3002403112603,54.663626153764554,0,255,255,124.3002403112603,54.663626153764554,234.8991606851203,0.008888655782728105,5.1553206,241,False,True
chest_xray_dataset/train/normal/normal-3139.jpg,normal-3139.jpg,train,normal,1024,1024,3,1.0,1048576,152.6875,RGB,174.02932357788086,174.02932357788086,174.02932357788086,44.57046673400879,44.57046673400879,44.57046673400879,0.0,True,174.02932357788086,44.570466733686,0,255,255,174.02932357788086,44.570466733686,25.234317914801068,0.00489044189453125,5.0494027,250,False,True
chest_xray_dataset/train/normal/normal-4529.jpg,normal-4529.jpg,train,normal,1024,1024,3,1.0,1048576,168.4921875,RGB,117.58553504943848,117.58553504943848,117.58553504943848,70.18692905268284,70.18692905268284,70.18692905268284,0.0,True,117.58553504943848,70.18692905238927,0,255,255,117.58553504943848,70.18692905238927,49.80009495279228,0.009152412414550781,5.3638783,256,False,True
chest_xray_dataset/train/normal/normal-6862.jpg,normal-6862.jpg,train,normal,1024,1024,3,1.0,1048576,101.9716796875,RGB,131.58685493469238,131.58685493469238,131.58685493469238,84.1113776594227,84.1113776594227,84.1113776594227,0.0,True,131.58685493469238,84.11137766046727,0,254,254,131.58685493469238,84.11137766046727,133.44449180823617,0.0070552825927734375,4.8330765,255,False,True
chest_xray_dataset/train/normal/normal-2007.jpg,normal-2007.jpg,train,normal,512,512,3,1.0,262144,54.900390625,RGB,131.42116928100586,131.42116928100586,131.42116928100586,65.73104146915482,65.73104146915482,65.73104146915482,0.0,True,131.42116928100586,65.7310414692651,0,251,251,131.42116928100586,65.7310414692651,70.99521499975526,0.03530120849609375,5.424734,252,False,True
chest_xray_dataset/train/normal/normal-4574.jpg,normal-4574.jpg,train,normal,256,256,3,1.0,65536,13.61328125,RGB,140.48049926757812,140.48049926757812,140.48049926757812,56.10310097322943,56.10310097322943,56.10310097322943,0.0,True,140.48049926757812,56.10310097323705,0,255,255,140.48049926757812,56.10310097323705,253.33019588678144,0.156494140625,5.2667537,238,False,True
chest_xray_dataset/train/normal/normal-7183.jpg,normal-7183.jpg,train,normal,1024,1024,3,1.0,1048576,148.529296875,RGB,150.01538944244385,150.01538944244385,150.01538944244385,69.29260469652066,69.29260469652066,69.29260469652066,0.0,True,150.01538944244385,69.29260469655044,0,255,255,150.01538944244385,69.29260469655044,111.71107691402585,0.012920379638671875,5.227077,256,False,True
chest_xray_dataset/train/normal/normal-1480.jpg,normal-1480.jpg,train,normal,512,512,3,1.0,262144,52.181640625,RGB,143.11233139038086,143.11233139038086,143.11233139038086,69.39311471618221,69.39311471618221,69.39311471618221,0.0,True,143.11233139038086,69.39311471631416,0,250,250,143.11233139038086,69.39311471631416,54.25153203349328,0.032733917236328125,5.3113003,251,False,True
chest_xray_dataset/train/normal/normal-6249.jpg,normal-6249.jpg,train,normal,1280,909,3,1.4081408140814082,1163520,271.2705078125,RGB,121.08299040841584,121.08299040841584,121.08299040841584,60.02169592915245,60.02169592915245,60.02169592915245,2.0194839173657902e-28,True,121.08299040841584,60.021695929011344,0,255,255,121.08299040841584,60.021695929011344,155.92432019883336,0.0046247593509350935,4.9558,256,False,True
chest_xray_dataset/train/normal/normal-7683.jpg,normal-7683.jpg,train,normal,1024,1024,3,1.0,1048576,202.8037109375,RGB,124.2380018234253,124.2380018234253,124.2380018234253,65.33126086017288,65.33126086017288,65.33126086017288,0.0,True,124.2380018234253,65.33126085990492,0,255,255,124.2380018234253,65.33126085990492,83.47430823020002,0.010913848876953125,5.3827143,256,False,True
chest_xray_dataset/train/normal/normal-5546.jpg,normal-5546.jpg,train,normal,1024,1024,3,1.0,1048576,169.447265625,RGB,111.55031967163086,111.55031967163086,111.55031967163086,61.96299823072609,61.96299823072609,61.96299823072609,0.0,True,111.55031967163086,61.962998230957375,0,255,255,111.55031967163086,61.962998230957375,79.30895494075594,0.0102996826171875,5.410096,256,False,True
chest_xray_dataset/train/normal/normal-1470.jpg,normal-1470.jpg,train,normal,1024,1024,3,1.0,1048576,121.6318359375,RGB,166.43948936462402,166.43948936462402,166.43948936462402,48.58229769656418,48.58229769656418,48.58229769656418,0.0,True,166.43948936462402,48.582297695676665,0,255,255,166.43948936462402,48.582297695676665,152.48433715393077,0.004260063171386719,5.093534,256,False,True
chest_xray_dataset/train/normal/normal-1609.jpg,normal-1609.jpg,train,normal,1024,1024,3,1.0,1048576,172.2666015625,RGB,119.9994535446167,119.9994535446167,119.9994535446167,55.66619192005382,55.66619192005382,55.66619192005382,0.0,True,119.9994535446167,55.6661919196493,0,255,255,119.9994535446167,55.6661919196493,179.62364521751272,0.017630577087402344,5.077222,256,False,True
chest_xray_dataset/train/normal/normal-4511.jpg,normal-4511.jpg,train,normal,1024,1024,3,1.0,1048576,148.490234375,RGB,103.90292549133301,103.90292549133301,103.90292549133301,39.9887384633328,39.9887384633328,39.9887384633328,0.0,True,103.90292549133301,39.98873846296104,0,255,255,103.90292549133301,39.98873846296104,28.504550551762804,0.004527091979980469,4.698671,240,False,True
chest_xray_dataset/train/normal/normal-3753.jpg,normal-3753.jpg,train,normal,1920,1801,3,1.0660744031093836,3457920,854.2138671875,RGB,120.16580979317047,120.16580979317047,120.16580979317047,63.14423835186731,63.14423835186731,63.14423835186731,0.0,True,120.16580979317047,63.14423835165192,0,255,255,120.16580979317047,63.14423835165192,155.5346992813215,0.009015535350731076,5.2232013,256,False,True
chest_xray_dataset/train/normal/normal-6027.jpg,normal-6027.jpg,train,normal,1024,1024,3,1.0,1048576,146.8037109375,RGB,160.44626235961914,160.44626235961914,160.44626235961914,59.29625414282385,59.29625414282385,59.29625414282385,0.0,True,160.44626235961914,59.29625414288984,0,255,255,160.44626235961914,59.29625414288984,143.01304229325615,0.008898735046386719,5.233615,256,False,True
chest_xray_dataset/train/normal/normal-2219.jpg,normal-2219.jpg,train,normal,512,512,3,1.0,262144,51.5986328125,RGB,127.72843170166016,127.72843170166016,127.72843170166016,73.91824838423025,73.91824838423025,73.91824838423025,0.0,True,127.72843170166016,73.91824838429153,0,254,254,127.72843170166016,73.91824838429153,172.2995120659325,0.03502655029296875,5.444379,255,False,True
chest_xray_dataset/train/normal/normal-3656.jpg,normal-3656.jpg,train,normal,512,512,3,1.0,262144,55.5615234375,RGB,137.15839385986328,137.15839385986328,137.15839385986328,65.53797775978663,65.53797775978663,65.53797775978663,0.0,True,137.15839385986328,65.53797775959217,0,249,249,137.15839385986328,65.53797775959217,51.084254000437795,0.03676605224609375,5.317358,250,False,True
chest_xray_dataset/train/normal/normal-4958.jpg,normal-4958.jpg,train,normal,1024,1024,3,1.0,1048576,160.078125,RGB,102.96258735656738,102.96258735656738,102.96258735656738,72.67942457078692,72.67942457078692,72.67942457078692,0.0,True,102.96258735656738,72.67942457073912,0,255,255,102.96258735656738,72.67942457073912,43.47545687092406,0.010174751281738281,5.185453,256,False,True
chest_xray_dataset/train/normal/normal-1294.jpg,normal-1294.jpg,train,normal,512,512,3,1.0,262144,52.51171875,RGB,92.4614143371582,92.4614143371582,92.4614143371582,69.85838444345372,69.85838444345372,69.85838444345372,0.0,True,92.4614143371582,69.85838444347525,0,255,255,92.4614143371582,69.85838444347525,124.5024611686822,0.040348052978515625,5.251127,256,False,True
chest_xray_dataset/train/normal/normal-5060.jpg,normal-5060.jpg,train,normal,256,256,3,1.0,65536,11.9189453125,RGB,142.84939575195312,142.84939575195312,142.84939575195312,48.5417055025599,48.5417055025599,48.5417055025599,0.0,True,142.84939575195312,48.5417055025552,2,235,233,142.84939575195312,48.5417055025552,124.01302496506833,0.119720458984375,5.2127275,233,False,True
chest_xray_dataset/train/normal/normal-1240.jpg,normal-1240.jpg,train,normal,1024,1024,3,1.0,1048576,131.7001953125,RGB,147.51997089385986,147.51997089385986,147.51997089385986,58.61619257499332,58.61619257499332,58.61619257499332,0.0,True,147.51997089385986,58.61619257531002,0,254,254,147.51997089385986,58.61619257531002,42.06389932204911,0.005908012390136719,5.173641,251,False,True
chest_xray_dataset/train/normal/normal-1914.jpg,normal-1914.jpg,train,normal,512,512,3,1.0,262144,55.392578125,RGB,131.10623168945312,131.10623168945312,131.10623168945312,63.93767098362672,63.93767098362672,63.93767098362672,0.0,True,131.10623168945312,63.937670983524214,0,253,253,131.10623168945312,63.937670983524214,70.05665307606978,0.028125762939453125,5.4034796,254,False,True
chest_xray_dataset/train/normal/normal-6250.jpg,normal-6250.jpg,train,normal,1024,1024,3,1.0,1048576,174.271484375,RGB,120.50179386138916,120.50179386138916,120.50179386138916,72.73387787017647,72.73387787017647,72.73387787017647,0.0,True,120.50179386138916,72.73387787072804,0,255,255,120.50179386138916,72.73387787072804,61.27026560100694,0.012460708618164062,5.326803,256,False,True
chest_xray_dataset/train/normal/normal-5014.jpg,normal-5014.jpg,train,normal,1024,1024,3,1.0,1048576,138.953125,RGB,154.07816314697266,154.07816314697266,154.07816314697266,61.598904358234044,61.598904358234044,61.598904358234044,0.0,True,154.07816314697266,61.598904357712996,0,255,255,154.07816314697266,61.598904357712996,132.89605253294434,0.007822036743164062,5.1932235,256,False,True
chest_xray_dataset/train/normal/normal-4188.jpg,normal-4188.jpg,train,normal,512,512,3,1.0,262144,56.3173828125,RGB,119.65070724487305,119.65070724487305,119.65070724487305,65.32729756797198,65.32729756797198,65.32729756797198,0.0,True,119.65070724487305,65.32729756793081,0,255,255,119.65070724487305,65.32729756793081,59.27787560451543,0.035717010498046875,5.414906,256,False,True
chest_xray_dataset/train/normal/normal-8171.jpg,normal-8171.jpg,train,normal,512,512,3,1.0,262144,55.423828125,RGB,106.3975601196289,106.3975601196289,106.3975601196289,67.0968942766134,67.0968942766134,67.0968942766134,0.0,True,106.3975601196289,67.09689427675507,0,255,255,106.3975601196289,67.09689427675507,73.3449503286829,0.036724090576171875,5.329196,256,False,True
chest_xray_dataset/train/normal/normal-1061.jpg,normal-1061.jpg,train,normal,1024,1024,3,1.0,1048576,116.0126953125,RGB,148.5679121017456,148.5679121017456,148.5679121017456,58.010535860340994,58.010535860340994,58.010535860340994,0.0,True,148.5679121017456,58.010535861005565,0,255,255,148.5679121017456,58.010535861005565,213.5892518152832,0.006100654602050781,4.9739723,256,False,True
chest_xray_dataset/train/normal/normal-7745.jpg,normal-7745.jpg,train,normal,512,512,3,1.0,262144,43.544921875,RGB,152.8034210205078,152.8034210205078,152.8034210205078,49.95251208227419,49.95251208227419,49.95251208227419,0.0,True,152.8034210205078,49.952512082309134,0,255,255,152.8034210205078,49.952512082309134,339.6537679616449,0.014728546142578125,4.971761,255,False,True
chest_xray_dataset/train/normal/normal-6790.jpg,normal-6790.jpg,train,normal,1616,1121,3,1.44157002676182,1811536,394.9736328125,RGB,115.97686493671668,115.97686493671668,115.97686493671668,71.07002418739631,71.07002418739631,71.07002418739631,2.0194839173657902e-28,True,115.97686493671668,71.07002418734811,0,255,255,115.97686493671668,71.07002418734811,133.14171919885527,0.008044554455445545,4.872945,256,False,True
chest_xray_dataset/train/normal/normal-4844.jpg,normal-4844.jpg,train,normal,512,512,3,1.0,262144,50.0771484375,RGB,127.53448104858398,127.53448104858398,127.53448104858398,75.11954544084955,75.11954544084955,75.11954544084955,0.0,True,127.53448104858398,75.11954544058334,0,252,252,127.53448104858398,75.11954544058334,50.1584465088672,0.030269622802734375,5.2965746,253,False,True
chest_xray_dataset/train/normal/normal-1501.jpg,normal-1501.jpg,train,normal,512,512,3,1.0,262144,53.2470703125,RGB,115.00132369995117,115.00132369995117,115.00132369995117,72.40451493014776,72.40451493014776,72.40451493014776,0.0,True,115.00132369995117,72.40451493018178,0,255,255,115.00132369995117,72.40451493018178,66.28850566489564,0.04706573486328125,5.1470933,253,False,True
chest_xray_dataset/train/normal/normal-8096.jpg,normal-8096.jpg,train,normal,2194,2094,3,1.0477554918815664,4594236,348.9677734375,RGB,107.93172292411622,107.93172292411622,107.93172292411622,63.43219401936274,63.43219401936274,63.43219401936274,0.0,True,107.93172292411622,63.43219401952861,0,255,255,107.93172292411622,63.43219401952861,27.25929534107151,0.0023200810755041753,4.9690094,248,False,True
chest_xray_dataset/train/normal/normal-3755.jpg,normal-3755.jpg,train,normal,1384,1167,3,1.1859468723221938,1615128,383.208984375,RGB,115.63795377208494,115.63795377208494,115.63795377208494,62.52109214161215,62.52109214161215,62.52109214161215,0.0,True,115.63795377208494,62.52109214165345,0,255,255,115.63795377208494,62.52109214165345,150.6554204988353,0.009671679272478714,5.144154,256,False,True
chest_xray_dataset/train/normal/normal-6487.jpg,normal-6487.jpg,train,normal,512,512,3,1.0,262144,57.86328125,RGB,115.25656127929688,115.25656127929688,115.25656127929688,61.616566874885244,61.616566874885244,61.616566874885244,0.0,True,115.25656127929688,61.6165668749563,0,253,253,115.25656127929688,61.6165668749563,58.55796214377915,0.029773712158203125,5.3621774,254,False,True
chest_xray_dataset/train/normal/normal-6206.jpg,normal-6206.jpg,train,normal,1524,1410,3,1.0808510638297872,2148840,566.55078125,RGB,131.70337670557137,131.70337670557137,131.70337670557137,57.78079019470927,57.78079019470927,57.78079019470927,0.0,True,131.70337670557137,57.780790194668434,0,255,255,131.70337670557137,57.780790194668434,191.98698311650824,0.011145548295824724,5.210513,256,False,True
chest_xray_dataset/train/normal/normal-2460.jpg,normal-2460.jpg,train,normal,1024,1024,3,1.0,1048576,140.8623046875,RGB,134.89553260803223,134.89553260803223,134.89553260803223,46.18746422175072,46.18746422175072,46.18746422175072,0.0,True,134.89553260803223,46.187464221666346,0,255,255,134.89553260803223,46.187464221666346,229.3237273893811,0.0070247650146484375,5.1702747,256,False,True
chest_xray_dataset/train/normal/normal-1710.jpg,normal-1710.jpg,train,normal,1024,1024,3,1.0,1048576,177.275390625,RGB,106.52538871765137,106.52538871765137,106.52538871765137,66.43989756885692,66.43989756885692,66.43989756885692,0.0,True,106.52538871765137,66.43989756826572,0,254,254,106.52538871765137,66.43989756826572,73.19500302144922,0.016898155212402344,5.3037844,255,False,True
